FIPS,State,County,REDEMP_SNAPS12,REDEMP_SNAPS17,PCH_REDEMP_SNAPS_12_17,PCT_SNAP12,PCT_SNAP17,PCH_SNAP_12_17,PC_SNAPBEN12,PC_SNAPBEN17,PCH_PC_SNAPBEN_12_17,SNAP_PART_RATE11,SNAP_PART_RATE16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_NSLP12,PCT_NSLP17,PCH_NSLP_12_17,PCT_FREE_LUNCH10,PCT_FREE_LUNCH15,PCT_REDUCED_LUNCH10,PCT_REDUCED_LUNCH15,PCT_SBP12,PCT_SBP17,PCH_SBP_12_17,PCT_SFSP12,PCT_SFSP17,PCH_SFSP_12_17,PC_WIC_REDEMP11,PC_WIC_REDEMP16,PCH_PC_WIC_REDEMP_11_16,REDEMP_WICS11,REDEMP_WICS16,PCH_REDEMP_WICS_11_16,PCT_WIC12,PCT_WIC17,PCH_WIC_12_17,PCT_WICINFANTCHILD14,PCT_WICINFANTCHILD16,PCH_WICINFANTCHILD_14_16,PCT_WICWOMEN14,PCT_WICWOMEN16,PCH_WICWOMEN_14_16,PCT_CACFP12,PCT_CACFP17,PCH_CACFP_12_17,FDPIR12,FDPIR15,PCH_FDPIR_12_15,FOOD_BANKS18
01021,AL,Chilton,247911.5947,179241.6009,-27.69938768,18.90847619,16.50005631,-2.408419881,28.17595863,20.3894062,-27.63544846,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,52.30945413,55.92147746,6.820206133,5.165956348,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,21.2314949,17.61027527,-17.05588722,132505.7656,128836.7734,-2.768930197,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01023,AL,Choctaw,199087.268,190980.3336,-4.072050614,18.90847619,16.50005631,-2.408419881,31.94208908,27.88721466,-12.6944561,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,68.343697,56.78929766,8.083663086,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,113049.7969,88731.125,-21.51146889,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01025,AL,Clarke,404583.4063,347058.4692,-14.2183135,18.90847619,16.50005631,-2.408419881,33.35056305,26.93116951,-19.24823189,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,60.06493506,53.25443787,7.345779221,3.229783037,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,30.08889961,33.36499405,10.88805008,76973.42188,101550.5234,31.92933464,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01027,AL,Clay,181439.6725,116561.4878,-35.75744148,18.90847619,16.50005631,-2.408419881,19.7446785,12.44981384,-36.94598007,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,52.42013553,52.12335693,11.9070668,9.605662285,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,104615.4766,83847.27344,-19.85194206,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01029,AL,Cleburne,157971.5238,141533.0975,-10.40594271,18.90847619,16.50005631,-2.408419881,23.72556877,17.98657799,-24.18905449,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,48.55751218,,10.22855002,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,20.46610641,14.43044281,-29.4910202,61103.60547,53583.84375,-12.30657578,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01031,AL,Coffee,306212.2629,276972.3241,-9.548911762,18.90847619,16.50005631,-2.408419881,16.16516304,17.03165436,5.360238552,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,36.33523645,41.56994502,7.939243779,5.396049684,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,23.05166245,21.84932709,-5.215829372,193768.4219,159640.5469,-17.61271286,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01033,AL,Colbert,263129.2795,166642.4587,-36.66897919,18.90847619,16.50005631,-2.408419881,22.53263474,15.69724751,-30.33549881,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,44.41281139,43.70926085,7.34282325,6.038617636,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,23.08912849,18.74948692,-18.79517174,139907.2969,113261.4844,-19.04533386,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01035,AL,Conecuh,137903.4545,192660.2678,39.70662916,18.90847619,16.50005631,-2.408419881,39.97648621,30.52236176,-23.64921379,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,81.27559977,61.31147541,3.335283792,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,138156.5156,130550.9922,-5.50500536,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01037,AL,Coosa,218925.344,106860.9714,-51.18839625,18.90847619,16.50005631,-2.408419881,23.28809357,18.88444519,-18.90944099,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,64.99608457,,7.909162099,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,64989.28906,54895.16016,-15.53198814,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01039,AL,Covington,305199.1582,209586.8309,-31.32784762,18.90847619,16.50005631,-2.408419881,27.79761696,22.78793335,-18.02198982,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,47.01964133,49.55414013,5.943637916,6.496815287,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,22.46171379,19.9566803,-11.15245914,85397.1875,106574.375,24.79846001,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01041,AL,Crenshaw,167601.4207,138518.5866,-17.35237927,18.90847619,16.50005631,-2.408419881,27.70791435,24.28928375,-12.33810139,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,50.36972597,,9.351892127,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,25.7783947,,,71658.78125,88526.45313,23.53887558,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01043,AL,Cullman,224490.1948,173747.7168,-22.60342732,18.90847619,16.50005631,-2.408419881,18.97643471,12.89247417,-32.06060791,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,44.7588525,43.13941589,8.918940045,8.486184366,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,22.22861862,18.02616692,-18.90559006,162473.0156,123863.7969,-23.76346588,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01045,AL,Dale,340056.2531,196266.0927,-42.2842277,18.90847619,16.50005631,-2.408419881,27.47727966,23.32608795,-15.10772419,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,51.87854624,,6.517405306,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,17.90101242,15.60774899,-12.81080341,112131.9453,128246.2734,14.37086296,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01047,AL,Dallas,505114.8592,517993.0056,2.549548117,18.90847619,16.50005631,-2.408419881,53.30840683,45.92630386,-13.84791565,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,77.0073447,66.28319841,4.568654301,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,41.67624283,33.76894379,-18.97315788,163886.1406,169233.0625,3.262583256,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,1
01049,AL,DeKalb,226782.4649,191554.5176,-15.53380559,18.90847619,16.50005631,-2.408419881,26.10274696,22.32942772,-14.45564079,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,58.71183605,55.35188216,7.185278126,5.008183306,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,26.68217468,21.59346008,-19.07158852,173075.1406,139574.2344,-19.35627937,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01051,AL,Elmore,350017.5419,266212.326,-23.94314738,18.90847619,16.50005631,-2.408419881,20.39911079,14.03087807,-31.21818733,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,41.04661933,45.99572062,6.614695894,7.397218401,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.10530472,16.69959259,-12.5918541,138963.3125,150784.3281,8.506572723,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01053,AL,Escambia,319667.6845,247229.1346,-22.66057954,18.90847619,16.50005631,-2.408419881,34.02098465,26.52415466,-22.03590012,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,61.70940171,64.73301401,7.145299145,4.93170126,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,27.76264954,23.76731491,-14.39104271,176760.1563,148498.1719,-15.98888874,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01055,AL,Etowah,271338.4894,155505.7938,-42.68937143,18.90847619,16.50005631,-2.408419881,21.87542915,14.73326492,-32.64925385,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,48.66143693,50.73407379,8.000249035,8.738669731,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,23.43449402,21.32250023,-9.012329102,152848.5625,156642.7031,2.482287407,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01057,AL,Fayette,405875.1987,294341.1657,-27.4798838,18.90847619,16.50005631,-2.408419881,28.50566483,25.28641319,-11.29337502,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,48.2815735,49.89596338,9.275362319,7.990012484,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,21.25785637,17.95550728,-15.53472328,72476.53125,74313.35938,2.534376383,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01059,AL,Franklin,348542.815,230148.4519,-33.96838437,18.90847619,16.50005631,-2.408419881,27.32063484,20.32068634,-25.62147141,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,56.98682386,37.64475616,8.789875173,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,33.5180397,28.55060196,-14.82019138,152128.7969,129105.8203,-15.13387108,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01061,AL,Geneva,348479.9564,209348.2278,-39.92531739,18.90847619,16.50005631,-2.408419881,29.04659271,21.49489594,-25.99856377,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,54.08394069,54.84652666,6.132194019,7.108239095,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,20.52393913,17.13288879,-16.52241516,91533.35156,64855.32813,-29.1456871,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01063,AL,Greene,149920.7097,109714.8566,-26.81807812,18.90847619,16.50005631,-2.408419881,49.04729462,40.10604095,-18.22986031,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,87.2754491,,5.613772455,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,159632.9375,125394.2422,-21.44839096,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01065,AL,Hale,295879.1264,225814.7635,-23.68006278,18.90847619,16.50005631,-2.408419881,34.04948044,29.28931427,-13.98014355,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,67.64592192,61.03461109,7.267104755,5.880163751,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,29.22307396,,,112201.9922,153736.6094,37.01771927,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01067,AL,Henry,135975.0705,124707.1319,-8.286767977,18.90847619,16.50005631,-2.408419881,24.70808792,19.34254837,-21.71572113,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,53.35664336,54.2519685,7.237762238,6.220472441,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,12.45086098,,89802.80469,53174.51172,-40.78747177,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01069,AL,Houston,330163.7794,246409.5528,-25.36747877,18.90847619,16.50005631,-2.408419881,24.83585167,21.04776382,-15.25249863,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,53.64546788,57.95012437,6.168271991,6.14197334,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,27.21456337,23.41981506,-13.94381523,126758.0156,110966.2734,-12.45818043,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,1
01071,AL,Jackson,220545.1532,163199.5805,-26.00173791,18.90847619,16.50005631,-2.408419881,22.54149818,15.74710846,-30.14169502,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,50,51.61210317,9.8,9.908234127,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.33599663,15.02019215,-22.32005119,93531.72656,71070.08594,-24.01499557,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01073,AL,Jefferson,364831.8125,274152.5947,-24.8550742,18.90847619,16.50005631,-2.408419881,24.61500359,20.02183533,-18.66003418,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,42.51865615,42.59428606,4.890921527,2.858980414,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,25.31826591,16.15116882,-36.20744324,173528.5,135000.4688,-22.20271111,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,1
01075,AL,Lamar,241560.6381,154912.9328,-35.86996045,18.90847619,16.50005631,-2.408419881,26.25482559,21.72068405,-17.26974487,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,50.10570825,49.12803063,7.78012685,11.48447469,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,18.19752884,14.13074017,-22.34802628,64997.02344,49199.70313,-24.30468178,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01077,AL,Lauderdale,274112.6881,174954.7226,-36.17416115,18.90847619,16.50005631,-2.408419881,18.50922394,13.49355602,-27.09820747,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,41.55695914,44.20703487,7.381477818,4.69762419,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.27026176,16.03138351,-16.80764961,104973.0469,82345.20313,-21.55586052,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01079,AL,Lawrence,267727.6789,216785.0514,-19.02777768,18.90847619,16.50005631,-2.408419881,24.56737137,20.68141174,-15.81756401,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,50.25871766,53.85250981,8.188976378,9.58479653,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.55108833,14.82397461,-24.17826462,110949.1719,123161.2891,11.00694752,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01081,AL,Lee,339127.457,236835.2407,-30.16335428,18.90847619,16.50005631,-2.408419881,15.91007137,12.26093864,-22.93599129,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,39.77475953,41.9307988,6.694378655,5.442118753,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,13.50119877,12.1559782,-9.963711739,138994.8438,121025.6719,-12.92794132,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,1
01083,AL,Limestone,263637.1176,174496.4239,-33.81189055,18.90847619,16.50005631,-2.408419881,18.05386925,11.63552284,-35.55108643,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,39.22536389,40.76976422,5.738664882,5.471567268,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,16.30174065,12.41916943,-23.8169117,154942.625,144126.0156,-6.981041908,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01085,AL,Lowndes,127112.7246,116757.3819,-8.146582292,18.90847619,16.50005631,-2.408419881,52.2081871,44.06510544,-15.59732723,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,90.77172153,71.19078105,1.888828926,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,28.58879471,,,79612.64844,81811.75781,2.762261391,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01087,AL,Macon,523231.4292,254555.4356,-51.34936066,18.90847619,16.50005631,-2.408419881,52.88873672,35.59050751,-32.70682907,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311,63.12658957,-5.099453542,98.0600989,64.5267104,0,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.68454552,16.47230148,-16.31860924,104726.7031,78506.99219,-25.03631783,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
